,Index,company,company_location,review_date,Bean_Country,Bean_Province,cocoa_percent,rating,num_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,alternative_sweetener,first_taste,second_taste,third_taste,fourth_taste
1834,1834,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73.0,3.25,2,No,No,No,No,No,Yes,waxy,maple,flat,
1835,1835,Sirene,Canada,2015,Haiti,Pisa,73.0,3.25,2,No,No,No,No,Yes,No,oily,medium roasted cocoa,,
1836,1836,Sirene,Canada,2015,Madagascar,"Somia Plantation, 2012",100.0,3.0,1,No,No,No,No,No,No,creamy,tart,bitter,
1837,1837,Sirene,Canada,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100.0,3.0,1,No,No,No,No,No,No,floral,bourbon,bitter,
1838,1838,Sirene,Canada,2015,Guatemala,Lachua w/ cane sugar,73.0,3.0,2,No,No,No,No,Yes,No,waxy,earthy,cocoa,roasty
1839,1839,Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73.0,3.75,2,No,No,No,No,Yes,No,rich cocoa,spicy,,
1840,1840,Sirene,Canada,2016,Bolivia,Wild Bolivia,73.0,3.5,2,No,No,No,No,Yes,No,sticky,raisins,fudgey,
1841,1841,Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,73.0,3.5,2,No,No,No,No,Yes,No,basic cocoa,gateway,,
1842,1842,Sirene,Canada,2017,Peru,Tingo Maria,73.0,3.75,2,No,No,No,No,Yes,No,caramel,anise,dried fruit,
1843,1843,Sjolinds,U.S.A,2015,Nicaragua,"Nicaragua, lot N510",72.0,3.0,3,Yes,No,No,No,Yes,No,mild,nutty,vanilla,cocoa
1844,1844,Sjolinds,U.S.A,2015,Ghana,Ghana,70.0,2.75,4,Yes,Yes,No,No,Yes,No,sweet,vanilla,cocoa,mold
1845,1845,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72.0,4.0,3,Yes,No,No,No,Yes,No,creamy,pistachio,floral,
1846,1846,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67.0,3.75,3,Yes,No,No,No,Yes,No,bold cherry,rich cooa,,
1847,1847,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70.0,3.75,3,Yes,No,No,No,Yes,No,cigar,tobacco,grass,spice
1848,1848,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70.0,3.75,3,Yes,No,No,No,Yes,No,mild cacao and fruit notes,,,
1849,1849,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70.0,3.5,3,Yes,No,No,No,Yes,No,few grits,bold,dark berry,
1850,1850,"Smooth Chocolator, The",Australia,2015,Papua new guinea,"Papua New Guinea, triple roast, batch 1",65.0,3.5,3,Yes,No,No,No,Yes,No,smokey,tart,astringent,
1851,1851,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65.0,3.25,3,Yes,No,No,No,Yes,No,few grits,sweet,orange,
1852,1852,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67.0,3.0,3,Yes,No,No,No,Yes,No,light brown,grits,floral,
1853,1853,"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72.0,2.75,3,Yes,No,No,No,Yes,No,floral,intense,pungent,
1854,1854,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70.0,4.0,3,Yes,No,No,No,Yes,No,ligt color,creamy,peanut,
1855,1855,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70.0,3.75,3,Yes,No,No,No,Yes,No,creamy,fruit,cocoa,
1856,1856,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70.0,3.75,3,Yes,No,No,No,Yes,No,apple,mild cherry,,
1857,1857,"Smooth Chocolator, The",Australia,2016,Australia,Australia,67.0,3.75,3,Yes,No,No,No,Yes,No,delicate,smooth,dairy,
1858,1858,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70.0,3.25,3,Yes,No,No,No,Yes,No,gummy,fatty,earthy,
1859,1859,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70.0,3.0,3,Yes,No,No,No,Yes,No,creamy,molasses,off note,
1860,1860,"Smooth Chocolator, The",Australia,2017,Dominican republic,"Oko Caribe, DOR005",70.0,3.5,3,Yes,No,No,No,Yes,No,cherry,rich choco,,
1861,1861,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70.0,3.5,3,Yes,No,No,No,Yes,No,complex,earthy,melon,
1862,1862,Snake & Butterfly,U.S.A,2010,Ecuador,Ecuador,68.0,3.25,3,Yes,No,No,No,Yes,No,fudgey then spicy,vanilla,,
1863,1863,Snake & Butterfly,U.S.A,2010,Madagascar,Madagascar,68.0,3.0,3,Yes,No,No,No,Yes,No,mild cocoa,fruity,,
1864,1864,Snake & Butterfly,U.S.A,2011,Ghana,Ghana,67.0,1.5,3,Yes,No,No,No,Yes,No,perfume,strong chemical,,
1865,1865,Soeka,Netherlands,2018,Sulawesi,Sulawesi,66.0,3.25,3,Yes,No,No,No,No,Yes,nuts,fruit,cocoa,
1866,1866,Soklet,India,2017,India,India,70.0,2.75,3,Yes,No,No,No,Yes,No,grassy,hammy,,
1867,1867,Sol Cacao,U.S.A,2015,Madagascar,Madagascar,72.0,3.0,2,No,No,No,No,Yes,No,tangy,sour,intense,
1868,1868,Sol Cacao,U.S.A,2016,Ecuador,"Ecuador, Batch 1",70.0,3.5,2,No,No,No,No,Yes,No,intense,simple,floral,earthy
1869,1869,Solkiki,U.k.,2016,Dominican republic,"Castillo, Hispaniola, unroasted",85.0,2.75,2,No,No,No,No,Yes,No,sticky,hammy,bitter,
1870,1870,Solkiki,U.k.,2016,Peru,"Maranon, Fortunato No. 4",68.0,2.75,2,No,No,No,No,Yes,No,sticky,sandy,pungent,
1871,1871,Solkiki,U.k.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70.0,2.5,3,Yes,No,No,No,Yes,No,intense,dirty,floral,medicinal
1872,1872,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island,70.0,3.25,2,No,No,No,No,Yes,No,sweet,roasty,spicy,
1873,1873,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island w/ nibs,75.0,3.25,2,No,No,No,No,Yes,No,spicy,roasted,fresh nibs,
1874,1874,Solstice,U.S.A,2013,Blend,Wasatch,70.0,3.5,3,Yes,No,No,No,Yes,No,creamy,nutty,cocoa,
1875,1875,Solstice,U.S.A,2013,Bolivia,Bolivia,70.0,3.25,2,No,No,No,No,Yes,No,intense,leathery,cocoa,
1876,1876,Solstice,U.S.A,2013,Peru,San Martin,70.0,3.25,3,Yes,No,No,No,Yes,No,molasses,grape,sour,
1877,1877,Solstice,U.S.A,2013,Madagascar,Sambirano,70.0,3.0,2,No,No,No,No,Yes,No,dry,molasses,sour,
1878,1878,Solstice,U.S.A,2013,Venezuela,Amazonas,70.0,3.0,2,No,No,No,No,Yes,No,dairy,cheese,molasses,
1879,1879,Solstice,U.S.A,2014,Uganda,Bundibugyo,70.0,3.0,3,Yes,No,No,No,Yes,No,molasses,licorice,muted,
1880,1880,Solstice,U.S.A,2017,Tanzania,Kilombero,70.0,3.25,3,Yes,No,No,No,Yes,No,sticky,strong molasses,,
1881,1881,Solstice,U.S.A,2018,India,Anamalai,70.0,3.25,3,Yes,No,No,No,Yes,No,molasses undertone,tangy,,
1882,1882,Soma,Canada,2009,Madagascar,Madagascar,70.0,3.75,3,Yes,No,No,No,Yes,No,subtle red berry,complex,,
1883,1883,Soma,Canada,2009,Venezuela,Ocumare,70.0,3.75,3,Yes,No,No,No,Yes,No,black tea,,,
1884,1884,Soma,Canada,2009,Ghana,Africa,70.0,3.5,3,Yes,No,No,No,Yes,No,earthy,woody,vegetal,
1885,1885,Soma,Canada,2009,Papua new guinea,Papua New Guinea,70.0,3.5,3,Yes,No,No,No,Yes,No,smokey,mushroom,woodsy,
1886,1886,Soma,Canada,2009,Dominican republic,Hispaniola,70.0,3.0,3,Yes,No,No,No,Yes,No,sticky,few grits,mild fruit,sour
1887,1887,Soma,Canada,2009,Dominican republic,Conacado,70.0,3.0,3,Yes,No,No,No,Yes,No,slow to develop,nutty,,
1888,1888,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70.0,3.75,3,Yes,No,No,No,Yes,No,complex,nut,dried fruit,earth
1889,1889,Soma,Canada,2011,Peru,Peruvian,64.0,4.0,3,Yes,No,No,No,Yes,No,complex,spice,caramel,cocoa
1890,1890,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70.0,4.0,3,Yes,No,No,No,Yes,No,strawberry,cocoa,nutty,
1891,1891,Soma,Canada,2011,Dominican republic,"Elvesia P., Black Science",70.0,3.75,3,Yes,No,No,No,Yes,No,dried fruit,tart,,
1892,1892,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70.0,3.5,3,Yes,No,No,No,Yes,No,earthy,mild tannic,woody,
1893,1893,Soma,Canada,2011,Venezuela,Chuao,70.0,3.5,3,Yes,No,No,No,Yes,No,strawberry,green mint,,
1894,1894,Soma,Canada,2011,Grenada,"Grenada, Black Science",70.0,2.75,3,Yes,No,No,No,Yes,No,super temper,astringent,burn,
1895,1895,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70.0,4.0,3,Yes,No,No,No,Yes,No,creamy,raisin,lemon,
1896,1896,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70.0,4.0,3,Yes,No,No,No,Yes,No,creamy,complex,peanut,
1897,1897,Soma,Canada,2012,U.s.a.,O'ahu Island,70.0,3.75,3,Yes,No,No,No,Yes,No,cranberries,cocoa,,
1898,1898,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70.0,3.75,3,Yes,No,No,No,Yes,No,intense,rich burnt caramel,,
1899,1899,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70.0,3.5,3,Yes,No,No,No,Yes,No,sandy,earthy,tangy wine,
1900,1900,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70.0,3.5,3,Yes,No,No,No,Yes,No,smoke,tobacco,black pepper,
1901,1901,Soma,Canada,2012,Papua new guinea,Papua New Guinea,85.0,3.5,3,Yes,No,No,No,Yes,No,mild smoke,fruit,mild burnt,
1902,1902,Soma,Canada,2012,Haiti,Noula Coop,70.0,3.25,3,Yes,No,No,No,Yes,No,uneven,grassy,roasty,
1903,1903,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88.0,4.0,3,Yes,No,No,No,Yes,No,pronounced berry,mild smoke,,
1904,1904,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70.0,4.0,3,Yes,No,No,No,Yes,No,delicate,nutty,cocoa,dairy
1905,1905,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",67.0,4.0,3,Yes,No,No,No,Yes,No,roasted nuts,burnt brownie,,
1906,1906,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70.0,4.0,3,Yes,No,No,No,Yes,No,floral,berry,clove,
1907,1907,Soma,Canada,2013,Dominican republic,"Rizek Cacao, batch DR 12",77.0,3.75,3,Yes,No,No,No,Yes,No,smoke,burnt caramel,citrus,
1908,1908,Soma,Canada,2013,Trinidad,Sangre Grande P.,70.0,3.75,3,Yes,No,No,No,Yes,No,creamy,brownie mix,roasty,
1909,1909,Soma,Canada,2013,Venezuela,Patanemo,70.0,3.75,3,Yes,No,No,No,Yes,No,nutty,chocolate ice cream,,
1910,1910,Soma,Canada,2013,Indonesia,Java,70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,smokey,some fruit,
1911,1911,Soma,Canada,2013,Blend,Chef's Blend,70.0,3.25,3,Yes,No,No,No,Yes,No,grassy,dairy,mild fatty,
1912,1912,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,nutty,roasty,
1913,1913,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",70.0,2.75,3,Yes,No,No,No,Yes,No,creamy,medicinal,mild fruit,
1914,1914,Soma,Canada,2014,Peru,Maranon Canyon,70.0,3.75,3,Yes,No,No,No,Yes,No,creamy,sour orange,,
1915,1915,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70.0,3.75,3,Yes,No,No,No,Yes,No,creamy,smokey,rich cocoa,
1916,1916,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.5,3,Yes,No,No,No,Yes,No,basic chocolate,accessible,,
1917,1917,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",80.0,3.5,3,Yes,No,No,No,Yes,No,robust,nutty,brownie,
1918,1918,Soma,Canada,2014,Nicaragua,La Dalia,70.0,3.25,3,Yes,No,No,No,Yes,No,spicy,woodsy,,
1919,1919,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70.0,3.25,3,Yes,No,No,No,Yes,No,tart,mild sour,,
1920,1920,Soma,Canada,2015,Venezuela,Porcelana,75.0,4.0,3,Yes,No,No,No,Yes,No,balanced,nuts,strawberry,
1921,1921,Soma,Canada,2015,Venezuela,CSB Chama,70.0,3.5,3,Yes,No,No,No,Yes,No,roasted nuts,dried fruit,,
1922,1922,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70.0,4.0,3,Yes,No,No,No,Yes,No,creamy,honey,blackberry,
1923,1923,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,3.75,3,Yes,No,No,No,Yes,No,evolves black pepper to citrus,,,
1924,1924,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,3.75,3,Yes,No,No,No,Yes,No,banana,nutty,,
1925,1925,Soma,Canada,2016,Dominican republic,"Oko Caribe, Duarte P., Collab w Chocosol",62.0,3.5,3,Yes,No,No,No,Yes,No,creamy,sweet,deep choco,
1926,1926,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70.0,3.5,3,Yes,No,No,No,Yes,No,robust dark tropical fruit,,,
1927,1927,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70.0,3.5,3,Yes,No,No,No,Yes,No,creamy,diluted,mild choco,
1928,1928,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70.0,3.25,3,Yes,No,No,No,Yes,No,nutty,banana,harsh ending,
1929,1929,Soma,Canada,2017,Colombia,Arauca,70.0,4.0,3,Yes,No,No,No,Yes,No,creamy,honey,marshmallow,
1930,1930,Soma,Canada,2017,Fiji,Fiji,70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,roasty,woody,
1931,1931,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70.0,4.0,3,Yes,No,No,No,Yes,No,creamy,acidic,balanced,
1932,1932,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70.0,4.0,3,Yes,No,No,No,Yes,No,nutty,cocoa,,
1933,1933,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70.0,3.0,3,Yes,No,No,No,Yes,No,sweet edge,lemon,muted,
1934,1934,Somerville,U.S.A,2014,U.s.a.,"Hawai'i Island, Big Island",70.0,3.5,2,No,No,No,No,Yes,No,intense,tannic,choco,earthy
1935,1935,Somerville,U.S.A,2014,Nicaragua,Nicaragua,70.0,3.25,2,No,No,No,No,Yes,No,earthy,dried fruit,complex,
1936,1936,Soul,Canada,2017,Madagascar,Madagascar,70.0,3.5,2,No,No,No,No,Yes,No,tart,sour,basic,
1937,1937,Soul,Canada,2017,Venezuela,Venezuela,75.0,3.5,2,No,No,No,No,Yes,No,dry,earthy,roasty,
1938,1938,Soul,Canada,2017,Tanzania,Tanzania,80.0,3.5,2,No,No,No,No,Yes,No,sticky,mild fruit,brownie,
1939,1939,Soul,Canada,2017,Dominican republic,Dominican Republic,70.0,3.25,2,No,No,No,No,Yes,No,few grits,sweet,cocoa,
1940,1940,Soul,Canada,2017,Ecuador,Ecuador,75.0,3.25,2,No,No,No,No,Yes,No,dry,floral,earthy,
1941,1941,Soul,Canada,2017,Papua new guinea,Papua New Guinea,77.0,3.25,2,No,No,No,No,Yes,No,sandy,smokey,fruit,sour
1942,1942,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,75.0,3.25,4,Yes,Yes,No,No,Yes,No,oily,floral,,
1943,1943,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,70.0,3.0,4,Yes,Yes,No,No,Yes,No,oily,floral,dairy,
1944,1944,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,80.0,3.0,4,Yes,Yes,No,No,Yes,No,fatty,muted strawberry,,
1945,1945,Spencer,Australia,2014,Vanuatu,Malekula Island,72.0,2.75,3,Yes,No,No,No,Yes,No,bready,sour milk,fatty,
1946,1946,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70.0,3.75,3,Yes,No,No,No,Yes,No,floral,sandy,,
1947,1947,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70.0,3.75,3,Yes,No,No,No,Yes,No,powdery,cherry,astringent,
1948,1948,Spencer,Australia,2016,Dominican republic,"Dominican Republic, lot D82R",70.0,3.5,3,Yes,No,No,No,Yes,No,spicy,chocolatey,,
1949,1949,Spencer,U.S.A,2017,Dominican republic,Dominican Republic,70.0,3.75,3,Yes,No,No,No,Yes,No,sandy,robust,grapes,malt
1950,1950,Spencer,U.S.A,2017,Ecuador,Ecuador,70.0,3.5,3,Yes,No,No,No,Yes,No,floral,astringent,,
1951,1951,Spencer,U.S.A,2017,Peru,Peru,70.0,2.75,3,Yes,No,No,No,Yes,No,floral,earthy,burnt rubber,
1952,1952,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70.0,3.0,4,Yes,No,Yes,No,Yes,No,fatty,mild fruit,off note,
1953,1953,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,70.0,3.0,3,No,No,Yes,No,Yes,No,unrefined,sweet,mild coffee,
1954,1954,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,84.0,2.25,3,No,No,Yes,No,Yes,No,gritty,intense coffee,metallic,
1955,1955,Starchild,U.S.A,2015,Ecuador,"Bolivar, Arriba",70.0,3.0,4,Yes,Yes,No,No,No,Yes,coconut,mild vanilla,,
1956,1956,Starchild,U.S.A,2015,Dominican republic,Hispaniola,70.0,3.0,4,Yes,Yes,No,No,No,Yes,coconut,cocoa,few grits,
1957,1957,Starchild,U.S.A,2015,Guatemala,Cacao Verapaz,70.0,3.0,4,Yes,Yes,No,No,No,Yes,dried fruit,coconut,few grits,
1958,1958,Starchild,U.S.A,2015,Nicaragua,Rio Tuma,70.0,3.0,4,Yes,Yes,No,No,No,Yes,brownie,few grits,sandy,
1959,1959,Starchild,U.S.A,2015,Madagascar,Sambirano Valley,70.0,3.0,4,Yes,Yes,No,No,No,Yes,red fruit,coconut,,
1960,1960,Stella (aka Bernrain),Switzerland,2011,India,India,72.0,3.25,4,Yes,Yes,No,No,Yes,No,peanut butter,vanilla,artificial,
1961,1961,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68.0,2.75,4,Yes,Yes,No,No,Yes,No,creamy,vanilla,moldy,
1962,1962,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84.0,3.5,3,Yes,No,No,No,Yes,No,floral,hints of fruit,,
1963,1963,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70.0,3.5,3,Yes,No,No,No,Yes,No,oily surface,floral,earthy,
1964,1964,Stone Grindz,U.S.A,2017,Bolivia,"Wild Bolivia, batch 260",70.0,2.5,3,Yes,No,No,No,Yes,No,fatty,rubber,off notes,
1965,1965,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",75.0,2.75,4,Yes,Yes,No,No,Yes,No,bland,earthy,,
1966,1966,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",65.0,2.5,4,Yes,Yes,No,No,Yes,No,vanilla,sweet,,
1967,1967,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",70.0,2.5,4,Yes,Yes,No,No,Yes,No,dry,sweet,vanilla(n),
1968,1968,Sublime Origins,U.S.A,2013,Belize,Moho Valley,78.0,3.25,2,No,No,No,No,Yes,No,intense,rich,dark berry,
1969,1969,Sublime Origins,U.S.A,2013,Madagascar,Sambirano,67.0,2.75,2,No,No,No,No,Yes,No,molasses,sour,astringent,
1970,1970,Summerbird,Denmark,2016,Peru,Peru,71.0,3.0,5,Yes,Yes,Yes,No,Yes,No,powdery,vanilla,earthy,
1971,1971,Summerbird,Denmark,2016,Peru,Peru,61.0,2.5,5,Yes,Yes,Yes,No,Yes,No,sandy,sweet,vanilla,
1972,1972,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60.0,3.0,3,Yes,No,No,No,Yes,No,sticky,sweet,nutty,roasty
1973,1973,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70.0,2.75,3,Yes,No,No,No,Yes,No,sticy,nutty,roasty,off notes
1974,1974,Svenska Kakaobolaget,Sweden,2015,Sri lanka,Sri Lanka,70.0,2.75,2,No,No,No,No,Yes,No,ham,sour,intense,
1975,1975,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74.0,2.75,2,No,No,No,No,Yes,No,fruit,burnt,harsh,
1976,1976,Sweet Escalier,Japan,2018,Venezuela,Chuao,75.0,3.25,5,Yes,Yes,Yes,No,Yes,No,acidic,cocoa,dried fruit,
1977,1977,Sweet Escalier,Japan,2018,Belize,Belize,70.0,3.0,5,Yes,Yes,Yes,No,Yes,No,buttery,cheesy,,
1978,1978,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70.0,3.0,5,Yes,Yes,Yes,No,Yes,No,cardboard,cheesy,,
1979,1979,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75.0,2.75,3,Yes,No,No,No,Yes,No,fatty,sour,off notes,
1980,1980,Sweet Escalier,Japan,2018,Peru,San Martin,70.0,2.5,5,Yes,Yes,Yes,No,Yes,No,pungent,molasses,sour,
1981,1981,Sweetness,Canada,2020,Peru,Ucayali,68.0,3.25,3,Yes,No,No,No,Yes,No,burnt black licorice,intense,,
1982,1982,Sweetness,Canada,2020,Papua new guinea,Papua New Guinea,73.0,3.25,3,Yes,No,No,No,Yes,No,savory lemon,ham,,
1983,1983,Sweetness,Canada,2020,Mexico,Tabasco,74.0,3.0,3,Yes,No,No,No,Yes,No,dried fig,earthy,dirty,
1984,1984,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70.0,3.0,3,Yes,No,No,No,Yes,No,rustic,sugar dominates,,
1985,1985,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70.0,3.75,3,Yes,No,No,No,Yes,No,sweet,spicy,,
1986,1986,Szanto Tibor,Hungary,2012,Dominican republic,Santo Domingo,70.0,3.25,3,Yes,No,No,No,Yes,No,rustic,large unground pieces,,
1987,1987,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70.0,3.25,3,Yes,No,No,No,Yes,No,rustic,bright fruit,,
1988,1988,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70.0,3.5,3,Yes,No,No,No,Yes,No,light color,sandy,fruity,
1989,1989,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70.0,3.5,3,Yes,No,No,No,Yes,No,dark color,sandy,fruity,
1990,1990,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70.0,3.25,3,Yes,No,No,No,Yes,No,sour milk,hot cocoa,,
1991,1991,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70.0,3.75,3,Yes,No,No,No,Yes,No,sandy,banana,,
1992,1992,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70.0,3.5,3,Yes,No,No,No,Yes,No,sandy,earthy,spice,nutty
1993,1993,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70.0,3.75,3,Yes,No,No,No,Yes,No,coarse,spicy cinnamon,,
1994,1994,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70.0,3.5,3,Yes,No,No,No,Yes,No,rustic,earthy,tea,
1995,1995,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70.0,3.25,3,Yes,No,No,No,Yes,No,sweet,brownie,sour,
1996,1996,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88.0,3.25,3,Yes,No,No,No,Yes,No,rustic,spicy,earthy,
1997,1997,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70.0,3.25,3,Yes,No,No,No,Yes,No,sour orange,fatty,,
1998,1998,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70.0,3.25,3,Yes,No,No,No,Yes,No,smokey,mild citrus,,
1999,1999,Tabal,U.S.A,2013,Peru,"Peru, batch 96",70.0,3.0,4,Yes,Yes,No,No,Yes,No,vanilla,fatty,vegetal,mint
2000,2000,Tabal,U.S.A,2013,Costa rica,"Costa Rica, batch 83",70.0,2.75,4,Yes,Yes,No,No,Yes,No,licorice,dried fruit,burnt fuel,
2001,2001,Tabal,U.S.A,2013,Dominican republic,Dominican Republic,70.0,2.75,4,Yes,Yes,No,No,Yes,No,oily,cardboard,sour,
2002,2002,Tabal,U.S.A,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70.0,2.5,4,Yes,Yes,No,No,Yes,No,vanilla,fuel,earthy,
2003,2003,Tablette (aka Vanillabeans),Japan,2015,Papua new guinea,Papua,62.0,3.25,5,Yes,Yes,Yes,No,Yes,No,creamy,smoke,ham,
2004,2004,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60.0,3.25,5,Yes,Yes,Yes,No,Yes,No,vanilla,butter,caramel,
2005,2005,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70.0,3.0,5,Yes,Yes,Yes,No,Yes,No,flat,smoke,marshmallow,
2006,2006,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,77.0,2.75,4,Yes,No,Yes,No,Yes,No,intense,grassy,smokey,
2007,2007,Tala,Vietnam,2019,Vietnam,Vietnam,75.0,3.0,3,Yes,No,No,No,Yes,No,intense cocoa,fatty,sticky,
2008,2008,Tala,Vietnam,2019,Vietnam,Vietnam,70.0,2.75,3,Yes,No,No,No,Yes,No,cocoa,sweet,fatty,cardboard
2009,2009,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70.0,3.25,2,No,No,No,No,Yes,No,earthy,floral,dry,
2010,2010,Taste Artisan,U.S.A,2019,Peru,Piura,75.0,4.0,3,Yes,No,No,No,Yes,No,fig,,,
2011,2011,Taste Artisan,U.S.A,2019,Peru,Amazonas,75.0,3.25,3,Yes,No,No,No,Yes,No,blackberry,dirt,high roast,
2012,2012,Taste Artisan,U.S.A,2019,Venezuela,"Chuao, batch 20170714C",75.0,3.0,4,Yes,Yes,No,No,Yes,No,vanilla,fatty,,
2013,2013,Taucherli,Switzerland,2019,Mexico,Mexico,70.0,3.25,3,Yes,No,No,No,Yes,No,nutty,fruit,sour,floral
